virus	medium	temperature_celsius	timepoint_minutes	replicate	log10_dilution	well_status	well_volume_ml	condition_id	sample_id	is_pilot
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	1	0	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	1	-1	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	1	-2	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	1	-3	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	1	-4	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	1	-5	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	1	-6	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	1	-7	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	1	0	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	1	-1	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	1	-2	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	1	-3	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	1	-4	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	1	-5	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	1	-6	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	1	-7	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	1	0	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	1	-1	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	1	-2	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	1	-3	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	1	-4	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	1	-5	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	1	-6	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	1	-7	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	1	0	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	1	-1	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	1	-2	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	1	-3	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	1	-4	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	1	-5	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	1	-6	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	1	-7	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	2	0	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep2	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	2	-1	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep2	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	2	-2	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep2	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	2	-3	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep2	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	2	-4	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep2	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	2	-5	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep2	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	2	-6	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep2	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	2	-7	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep2	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	2	0	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep2	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	2	-1	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep2	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	2	-2	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep2	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	2	-3	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep2	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	2	-4	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep2	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	2	-5	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep2	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	2	-6	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep2	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	2	-7	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep2	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	2	0	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep2	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	2	-1	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep2	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	2	-2	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep2	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	2	-3	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep2	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	2	-4	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep2	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	2	-5	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep2	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	2	-6	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep2	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	2	-7	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep2	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	2	0	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep2	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	2	-1	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep2	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	2	-2	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep2	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	2	-3	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep2	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	2	-4	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep2	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	2	-5	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep2	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	2	-6	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep2	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	2	-7	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep2	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	3	0	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep3	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	3	-1	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep3	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	3	-2	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep3	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	3	-3	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep3	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	3	-4	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep3	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	3	-5	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep3	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	3	-6	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep3	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	3	-7	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep3	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	3	0	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep3	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	3	-1	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep3	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	3	-2	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep3	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	3	-3	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep3	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	3	-4	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep3	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	3	-5	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep3	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	3	-6	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep3	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	3	-7	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep3	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	3	0	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep3	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	3	-1	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep3	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	3	-2	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep3	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	3	-3	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep3	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	3	-4	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep3	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	3	-5	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep3	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	3	-6	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep3	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	3	-7	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep3	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	3	0	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep3	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	3	-1	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep3	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	3	-2	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep3	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	3	-3	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep3	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	3	-4	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep3	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	3	-5	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep3	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	3	-6	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep3	false
H5N1_mountain_lion_isolate	milk	63.0	0.3333333333333333	3	-7	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-20-sec-rep3	false
H5N1_mountain_lion_isolate	milk	63.0	0.6666666666666666	1	0	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-40-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.6666666666666666	1	-1	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-40-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.6666666666666666	1	-2	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-40-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.6666666666666666	1	-3	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-40-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.6666666666666666	1	-4	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-40-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.6666666666666666	1	-5	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-40-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.6666666666666666	1	-6	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-40-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.6666666666666666	1	-7	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-40-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.6666666666666666	1	0	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-40-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.6666666666666666	1	-1	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-40-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.6666666666666666	1	-2	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-40-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.6666666666666666	1	-3	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-40-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.6666666666666666	1	-4	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-40-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.6666666666666666	1	-5	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-40-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.6666666666666666	1	-6	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-40-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.6666666666666666	1	-7	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-40-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.6666666666666666	1	0	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-40-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.6666666666666666	1	-1	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-40-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.6666666666666666	1	-2	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-40-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.6666666666666666	1	-3	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-40-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.6666666666666666	1	-4	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-40-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.6666666666666666	1	-5	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-40-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.6666666666666666	1	-6	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-40-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.6666666666666666	1	-7	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-40-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.6666666666666666	1	0	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-40-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.6666666666666666	1	-1	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-40-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.6666666666666666	1	-2	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-40-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.6666666666666666	1	-3	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-40-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.6666666666666666	1	-4	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-40-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.6666666666666666	1	-5	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-40-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.6666666666666666	1	-6	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-40-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.6666666666666666	1	-7	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-40-sec-rep1	false
H5N1_mountain_lion_isolate	milk	63.0	0.6666666666666666	2	0	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-40-sec-rep2	false
H5N1_mountain_lion_isolate	milk	63.0	0.6666666666666666	2	-1	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-40-sec-rep2	false
H5N1_mountain_lion_isolate	milk	63.0	0.6666666666666666	2	-2	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-40-sec-rep2	false
H5N1_mountain_lion_isolate	milk	63.0	0.6666666666666666	2	-3	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-40-sec-rep2	false
H5N1_mountain_lion_isolate	milk	63.0	0.6666666666666666	2	-4	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-40-sec-rep2	false
H5N1_mountain_lion_isolate	milk	63.0	0.6666666666666666	2	-5	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-40-sec-rep2	false
H5N1_mountain_lion_isolate	milk	63.0	0.6666666666666666	2	-6	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-40-sec-rep2	false
H5N1_mountain_lion_isolate	milk	63.0	0.6666666666666666	2	-7	false	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-40-sec-rep2	false
H5N1_mountain_lion_isolate	milk	63.0	0.6666666666666666	2	0	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-40-sec-rep2	false
H5N1_mountain_lion_isolate	milk	63.0	0.6666666666666666	2	-1	true	0.1	H5N1_mountain_lion_isolate-milk-63.0C	H5N1_mountain_lion_isolate-milk-t63C-40-sec-rep2	false
